WKT,Area
"POLYGON ((0.398211245381804 52.7360403343467,0.402476842168586 52.736025938404,0.405311123614122 52.7362306705819,0.394773622372181 52.7282903476771,0.399410556521118 52.7069150059791,0.394748337338428 52.70284491399,0.372127611334126 52.7065351096662,0.346726939410955 52.7204388265922,0.346069207236653 52.7210110389031,0.348980436696414 52.7277603555447,0.355142236671009 52.7331948301525,0.363256734754237 52.7350850918032,0.377291413059128 52.7341318385494,0.379369177231976 52.7339905695496,0.386294381647093 52.739182414787,0.387666420858802 52.7385279966945,0.394549325424331 52.7365279445061,0.398211245381804 52.7360403343467))",Saddlebow
"POLYGON ((0.82179524732765 52.5824227660265,0.802050418423161 52.571264416139,0.774970796858928 52.5817085380932,0.770403765664832 52.5851354315817,0.825345952487437 52.6079836911659,0.82179524732765 52.5824227660265))",Saham Toney
"POLYGON ((1.41859117856981 52.6920710945487,1.42121386918748 52.6925220700836,1.42257356196223 52.6909419469481,1.42536604674447 52.6876963489921,1.43271930587369 52.6831877522347,1.43596979230748 52.6753671677853,1.44311512848383 52.6670548122599,1.4366092042227 52.6649564266096,1.39818139734368 52.6684625380722,1.38962705139838 52.6677587707728,1.38500614906021 52.6726805048814,1.37913459751817 52.6862055279251,1.37243089415605 52.6976531529652,1.37661638023455 52.6968168289859,1.38533722995561 52.6925751756848,1.41859117856981 52.6920710945487))",Salhouse
"POLYGON ((1.1478213454682 52.789537224073,1.14652604526172 52.7774137054608,1.14102952809535 52.7692801231164,1.12099266126285 52.7709727830523,1.09568651967364 52.781391961301,1.11768660203694 52.7928243464572,1.1478213454682 52.789537224073))",Salle
"POLYGON ((1.10964983586892 52.9543969286524,1.08110839333149 52.9287701960197,1.08088375622046 52.9288136671574,1.06808505311666 52.9565067774893,1.10964983586892 52.9543969286524))",Salthouse
"POLYGON ((0.44881479951174 52.8609576946823,0.488670599136762 52.8306875795582,0.530736806196664 52.8378818058247,0.556963141913945 52.8372425020822,0.556860684110612 52.8343416569831,0.541380804617344 52.8212378584766,0.538248102638927 52.8125514159211,0.519149722528846 52.7967844160187,0.518873903055341 52.7967006578383,0.504989878030686 52.7958109571687,0.483329074034271 52.8116664138712,0.450933981353101 52.8086972622043,0.394594871372773 52.8242871447185,0.393418062704548 52.8260498699481,0.392847400971089 52.8269046001036,0.39288243415936 52.8272901135459,0.392898303895876 52.8274647321693,0.392912614856399 52.827622210799,0.393066000758637 52.8279948319631,0.393197158525949 52.8282226468163,0.393539477760567 52.8288172224438,0.393647582458272 52.8297095994911,0.430571886877477 52.8466478300582,0.443070839645702 52.8505546296616,0.445742292851159 52.8622330974207,0.44881479951174 52.8609576946823))",Sandringham
"POLYGON ((0.719069051892893 52.4672533118962,0.747852396486536 52.4348064168902,0.744828211674076 52.4339684086688,0.740708641127978 52.4323104556165,0.738362948314079 52.430840487314,0.705618576070918 52.4312088079284,0.690949574632387 52.4196526898637,0.676465084578305 52.4198701320769,0.711360000164864 52.4472200002195,0.649560000418329 52.4564200005834,0.645661940435262 52.4540453077488,0.64323170386569 52.458826331614,0.649308320917155 52.4748242953426,0.719069051892893 52.4672533118962))",Santon Downham
"POLYGON ((1.03931133345909 52.9139942224046,1.03666460939077 52.9074622422693,1.0017643030592 52.9018695792728,1.00148540809848 52.9019629309017,0.992175263861751 52.922049907596,1.00909845266526 52.93261623602,1.03931133345909 52.9139942224046))",Saxlingham
"POLYGON ((1.33309855338547 52.5124717430836,1.27803691660122 52.5115488673429,1.27143320681587 52.5102415407924,1.2662842837567 52.5189124929996,1.25304594316117 52.5241160575681,1.24848861183775 52.5282412731697,1.25846984524813 52.5340744557463,1.26277854667004 52.5349883627619,1.27570190618109 52.5335858174314,1.27867047505177 52.547072987386,1.29422879020754 52.5494403118721,1.2944158983713 52.53929896021,1.30254010490026 52.533426659543,1.29854572966945 52.5298621363844,1.32073763833017 52.5210403632624,1.33309855338547 52.5124717430836))",Saxlingham Nethergate
"POLYGON ((1.16309505172883 52.838926452883,1.16262663775577 52.8255461806355,1.15455869294884 52.8214139686178,1.14692585145413 52.823185598028,1.14038819346476 52.8243442221127,1.13870423300374 52.8265109565652,1.13551504970705 52.8289103738055,1.13139450445689 52.8296837035533,1.12338787620757 52.8335174167697,1.11600527247407 52.836198079792,1.11326019541588 52.8384639313103,1.11986009630971 52.8403449915053,1.14273625631344 52.8488255136559,1.16309505172883 52.838926452883))",Saxthorpe
"POLYGON ((0.911793461791526 52.6920574217503,0.919124420299173 52.6726679497189,0.914439266962293 52.6665431675847,0.913086383192491 52.6636830895802,0.863658799209198 52.6575302595706,0.860999791713315 52.6589248443085,0.875807782749089 52.6794149591453,0.878918002407137 52.6893477644834,0.895593424706406 52.6944190970905,0.911793461791526 52.6920574217503))",Scarning
"POLYGON ((1.40680789537419 52.7563309090799,1.38505073353943 52.7348548775067,1.37212179242298 52.7396948781406,1.35974759749534 52.7527626067469,1.40103149023506 52.7577881070639,1.40680789537419 52.7563309090799))",Sco Ruston
"POLYGON ((1.17033647698887 52.3744778046308,1.166517708687 52.360597346149,1.16230671549325 52.3562342779873,1.14904870077205 52.3557946289091,1.13554422894251 52.3663435015873,1.14032589920292 52.3724981682145,1.13453714263896 52.3773765526496,1.13891762089279 52.3841164706629,1.14417059194847 52.3848192913682,1.17033647698887 52.3744778046308))",Scole
"POLYGON ((1.40103149023506 52.7577881070639,1.35974759749534 52.7527626067469,1.35660500482273 52.7540532386513,1.36061045277944 52.7603176849474,1.35222254321849 52.763303715118,1.37597157108423 52.773902086326,1.40103149023506 52.7577881070639))",Scottow
"POLYGON ((0.957734621217835 52.578135300796,0.960069999087451 52.5737015063216,0.926904739423075 52.5530410173752,0.923872580281084 52.5528246185148,0.898852018175565 52.5671304044925,0.907857773545552 52.5819453844004,0.957734621217835 52.578135300796))",Scoulton
"POLYGON ((0.843942260230117 52.8497711999305,0.83219618238654 52.8362644742258,0.824334638007171 52.8318711664685,0.82361896763479 52.8316232040193,0.801247164484256 52.8391299234212,0.787073079638263 52.8599068766447,0.795490203953981 52.8607919392526,0.839477091455011 52.8518120144531,0.843942260230117 52.8497711999305))",Sculthorpe
"POLYGON ((1.62909016906698 52.7751834493473,1.60320009302524 52.7655066153811,1.59061960419628 52.7750856252231,1.5748963434462 52.7801360538311,1.57684542364297 52.7836878861738,1.58459832064549 52.7978101875624,1.58706478965821 52.7996642518106,1.58745672306374 52.7992847453281,1.58831735067368 52.7988760801944,1.58957017600584 52.7987584366363,1.59140808730551 52.7983998623247,1.59181743197142 52.7969845314559,1.59190035033887 52.7966810528425,1.59191845395772 52.7966147962761,1.59235004247317 52.7961075037202,1.59275407016448 52.7959039501089,1.59364475329513 52.7955421608485,1.59401035490616 52.7954605462425,1.59447115120447 52.7953576800708,1.59535657187831 52.7952511144788,1.59642825675051 52.7951707757625,1.59681389936638 52.7950634204411,1.59677451353555 52.7945863437838,1.59685636898034 52.7940134861071,1.59689119620547 52.793769741471,1.59737516951692 52.7932608396178,1.598150321701 52.7927749826031,1.59985932415926 52.7921332217174,1.60037496581351 52.7920758953263,1.60124045297985 52.7919796694053,1.60207331909539 52.7918746498101,1.60215646542972 52.7910952454583,1.60217280432257 52.7908513103817,1.6023681330133 52.7903511592417,1.60325861944322 52.7899892995911,1.60460941108389 52.7894699542316,1.60597841695231 52.7885355344015,1.60728456969919 52.7881131698239,1.60843200230842 52.7876796803476,1.60906919788424 52.7871182348482,1.60982446514837 52.7867126149545,1.61058762500059 52.7864024048491,1.61127350704875 52.7863137176375,1.611394132413 52.7862981201141,1.61188535999512 52.7860476673193,1.61212577284421 52.7859250900825,1.61275512324245 52.7855870576475,1.61280331084038 52.7855237370694,1.61301595070063 52.7852443149515,1.61324791081377 52.7848705665873,1.61410010045091 52.784366308129,1.61480290045634 52.7843142506961,1.61483183673828 52.7843121071211,1.61537074146154 52.7841521869664,1.6157640217328 52.7837188288189,1.61587666074163 52.7835947080008,1.61607707910655 52.7831581448662,1.61727261028737 52.7823564194983,1.6182743109361 52.7820707619202,1.61847963676729 52.7820465330771,1.61878765178607 52.7818575530312,1.61899916360965 52.7817251725582,1.62096625638509 52.7804058689612,1.62172645158475 52.7799149298613,1.62426938919887 52.7782091983301,1.62571638737352 52.7772385106743,1.6265045707481 52.7767286944427,1.62790498768801 52.7759123098536,1.62909016906698 52.7751834493473))",Sea Palling
"POLYGON ((0.575694079996002 52.9015000656285,0.547966580905306 52.8802179037181,0.535489923188174 52.8802593865708,0.513663128971756 52.8962489615361,0.520783994048239 52.9153174690459,0.563225588341353 52.9178992785041,0.575694079996002 52.9015000656285))",Sedgeford
"POLYGON ((1.41913032782476 52.5437901929743,1.42763786018921 52.5151923050412,1.40437073388519 52.5094743700744,1.40035542159225 52.5238715446038,1.39951867968811 52.5424467110145,1.41292841700893 52.5449508458549,1.41913032782476 52.5437901929743))",Seething
"POLYGON ((0.440057404257504 52.7046534900035,0.443851472636098 52.6935062358553,0.432105043039262 52.6862391208305,0.402313464069004 52.6859206771187,0.397793312211791 52.6873670108573,0.394748337338428 52.70284491399,0.399410556521118 52.7069150059791,0.418016183957026 52.7033795382744,0.423733523644413 52.7095577589985,0.440057404257504 52.7046534900035))",Setchey
"POLYGON ((1.59078508650053 52.409683061541,1.59449234937105 52.3912871827428,1.5636983649113 52.3920618878189,1.55707908585294 52.3936384323682,1.56190020199321 52.4125169432343,1.57245363104309 52.4137431894898,1.59078508650053 52.409683061541))",Shadingfield
"POLYGON ((1.04122286868671 52.9018655236259,1.03322555905806 52.8888711064912,1.0066912636139 52.8826070809315,1.00412552914303 52.8839149291388,1.0017643030592 52.9018695792728,1.03666460939077 52.9074622422693,1.04122286868671 52.9018655236259))",Sharrington
"POLYGON ((1.11342033991291 52.3961493006248,1.10179188961294 52.3950270785278,1.06559356511291 52.4174276848456,1.08308991206793 52.4217540657457,1.1220162933782 52.4215070618471,1.12386024723744 52.4189761400168,1.11342033991291 52.3961493006248))",Shelfanger
"POLYGON ((1.30667002147208 52.4719646310292,1.31151474341637 52.4538081415348,1.30520826159808 52.4502683038854,1.28751631287188 52.455625226025,1.27456193037481 52.4654295623101,1.23919946516867 52.4657958153708,1.25037554566047 52.4706866161076,1.25313130206526 52.4759369687199,1.27161366265501 52.4784693642699,1.27861880077476 52.4771706600145,1.28412817039611 52.4782274466468,1.30667002147208 52.4719646310292))",Shelton
"POLYGON ((0.82361896763479 52.8316232040193,0.815228986790742 52.8223277251934,0.793192547699571 52.8174568790995,0.788247476292554 52.8240542013587,0.801247164484256 52.8391299234212,0.82361896763479 52.8316232040193))",Shereford
"POLYGON ((1.23445095357619 52.9430200140263,1.24055366584478 52.9248198829402,1.22956757863791 52.9226432616816,1.21397990262013 52.9268022625171,1.20655966520689 52.9267025506343,1.19611418766445 52.9218347497355,1.17736725049807 52.922142820558,1.16089196204028 52.93234802186,1.16984340312224 52.9477039803575,1.17210939582072 52.9475623767156,1.17620879087855 52.9470211646756,1.18047116021705 52.9466732954968,1.18247385696191 52.9465746903384,1.18715711497755 52.9464850949698,1.18927753063444 52.9464281812373,1.19275895605731 52.9463346545152,1.19601143155397 52.946427049748,1.19764657207465 52.9463920355471,1.19858495400462 52.9461958987277,1.19859981280879 52.9461954985749,1.20004216124875 52.9463724833685,1.20423433183981 52.9462864409039,1.2077330163093 52.9460840839592,1.21161066913094 52.9457724524339,1.21515650675196 52.9456045730439,1.21814455808862 52.945343769826,1.22131656964984 52.9447541488634,1.22139911645224 52.9447401564662,1.22402454477359 52.944295070731,1.22673581672299 52.943759807332,1.2298370152938 52.94341655907,1.23168408352867 52.9431636283684,1.23386800873033 52.9430733919344,1.23445095357619 52.9430200140263))",Sheringham
"POLYGON ((0.583757444916131 52.857937396347,0.583302825492054 52.853271144876,0.556963141913945 52.8372425020822,0.53174893886431 52.8452442682677,0.522050005251588 52.8544593613697,0.53097443662843 52.8764674676764,0.535489923188174 52.8802593865708,0.547966580905306 52.8802179037181,0.583757444916131 52.857937396347))",Shernborne
"POLYGON ((1.17172995930559 52.4178331797547,1.1764429073194 52.4034206948327,1.16597916957994 52.3938646002351,1.14915995119709 52.3884758349564,1.15360595569546 52.4146999231208,1.1705049514505 52.4183168447258,1.17172995930559 52.4178331797547))",Shimpling
"POLYGON ((0.920053884108711 52.6548649816772,0.917440064666707 52.6382550814146,0.948088361995727 52.6308404373176,0.95628069229807 52.624868110081,0.955473012973262 52.6221570878761,0.93820661658978 52.6137236588989,0.901404286922539 52.6138910745993,0.884396283560152 52.6049977223792,0.866788084829358 52.6069304878674,0.854514866489232 52.6123269977716,0.872475699668198 52.6411177819661,0.863658799209198 52.6575302595706,0.913086383192491 52.6636830895802,0.920053884108711 52.6548649816772))",Shipdham
"POLYGON ((1.51983884894858 52.4616535730026,1.50404551708834 52.4419504954293,1.48840907365799 52.4436426638581,1.48999425014764 52.4667533009566,1.50064595548313 52.4689922531065,1.51983884894858 52.4616535730026))",Shipmeadow
"POLYGON ((1.09454043306274 52.4391036985726,1.08308991206793 52.4217540657457,1.06559356511291 52.4174276848456,1.06087752898233 52.417894296444,1.0448565435904 52.4273741712143,1.04907596230405 52.4318632413333,1.0677606933527 52.4517286610905,1.08045810187719 52.4531352809205,1.09454043306274 52.4391036985726))",Short Green
"POLYGON ((1.34313654698811 52.5371575747962,1.3423368259134 52.5243008540581,1.33954401398694 52.5205800268299,1.34005402897326 52.515490299845,1.33309855338547 52.5124717430836,1.32073763833017 52.5210403632624,1.29854572966945 52.5298621363844,1.30254010490026 52.533426659543,1.2944158983713 52.53929896021,1.29422879020754 52.5494403118721,1.2985644406284 52.5530034069526,1.31472961142576 52.5577320948619,1.31432498388873 52.554600872093,1.32965858440549 52.5492420098321,1.33720776815598 52.5466482839965,1.34313654698811 52.5371575747962))",Shotesham
"POLYGON ((0.50404807249709 52.6437114650121,0.472921264929999 52.6382068036417,0.449278362865292 52.6603976834742,0.491022737864261 52.6712481321883,0.50404807249709 52.6437114650121))",Shouldham
"POLYGON ((0.472921264929999 52.6382068036417,0.463121289921852 52.6304167279204,0.434643355712448 52.6290318398298,0.429184073687943 52.6352049050673,0.43975721557979 52.65867203666,0.443722908508989 52.660364085347,0.449278362865292 52.6603976834742,0.472921264929999 52.6382068036417))",Shouldham Thorpe
"POLYGON ((0.971973059041081 52.5028337980041,0.967481463759634 52.5000785416575,0.903451572315169 52.4838891315836,0.902555633455333 52.4824786161417,0.897940244714135 52.4843455319093,0.89741514552215 52.4951071603573,0.898956950948051 52.4990859762608,0.9268288883546 52.5154706562559,0.934786965354689 52.511719294824,0.971973059041081 52.5028337980041))",Shropham
"POLYGON ((1.37718052853638 52.9041992896347,1.3697638605243 52.8894185474646,1.35759980773063 52.8909473800907,1.34867736407614 52.8929058067248,1.35096586424275 52.909118537086,1.35680187490797 52.912452285003,1.35787366879032 52.9119689157654,1.3602834475905 52.9109227791122,1.36095723166348 52.9106708598337,1.36146768296441 52.9102993798123,1.36188042298601 52.9098301306118,1.36510086839659 52.9085974924156,1.36749138611936 52.9078827244877,1.37001824344471 52.9069560802734,1.37104246432325 52.9068576759623,1.37322062383268 52.9058715462349,1.37424709066116 52.9053109279043,1.37609806854778 52.9045419992119,1.37718052853638 52.9041992896347))",Sidestrand
